,fluxes,kcat,MW,kcat_MW,equ
FECRMR3,0.0,,,,2.0 fecrm_c + rbflvrd_c --> 2.0 fe2_c + 2.0 fecrm_un_c + 2.0 h_c + ribflv_c
FDMO2,0.0,9825.639001000001,166.9451,58.85550999,fmnh2_c + mso3_c + o2_c --> fald_c + fmn_c + h2o_c + h_c + so3_c
LALGP,0.0,231021.2838,105.8308,2182.930525,LalaLglu_c + h2o_c --> ala__L_c + glu__L_c
AGM4PApp_num1,0.0,24410.50695,31.4121,777.1052222,anhgm4p_p + h2o_p --> LalaDgluMdapDala_p + anhgm_p
AGM4PA,0.0,20099.44301,20.5362,978.7323366,anhgm4p_c + h2o_c --> LalaDgluMdapDala_c + anhgm_c
RNDR3b_num1,0.0,19613.29221,258.1947,75.96318673,cdp_c + grxrd_c --> dcdp_c + grxox_c + h2o_c
RNDR4b_num1,0.0,173713.9787,259.60200000000003,669.1550092,grxrd_c + udp_c --> dudp_c + grxox_c + h2o_c
ACGAL1Ptex_num1,0.0,,,,acgal1p_e --> acgal1p_p
ACGALtex_num1,0.0,,,,acgal_e --> acgal_p
GLCUR1Ptex_num1,0.0,,,,glcur1p_e --> glcur1p_p
UDPGLCURtex_num1,0.0,,,,udpglcur_e --> udpglcur_p
UDPGALPpp,0.0,15095.453940000001,60.824,248.1825256,h2o_p + udpgal_p --> gal1p_p + 2.0 h_p + ump_p
UACGAMPpp,0.0,11672.57338,60.824,191.90736189999998,h2o_p + uacgam_p --> acgam1p_p + 2.0 h_p + ump_p
UACGALPpp,0.0,13846.870869999999,60.824,227.654723,h2o_p + udpacgal_p --> acgal1p_p + 2.0 h_p + ump_p
UGLCURPpp,0.0,14359.62176,60.824,236.0847981,h2o_p + udpglcur_p --> glcur1p_p + 2.0 h_p + ump_p
FEROpp_num1,0.0,9485.933331999999,56.5562,167.72579009999998,4.0 fe2_p + 4.0 h_p + o2_p --> 4.0 fe3_p + 2.0 h2o_p
ISETACabcpp_num1,0.0,,,,atp_c + h2o_c + isetac_p --> adp_c + h_c + isetac_c + pi_c
ISETACtex_num1,0.0,,,,isetac_e --> isetac_p
GUR1PPpp,0.0,,,,glcur1p_p + h2o_p --> glcur_p + pi_p
UDPGtex_num1,0.0,,,,udpg_e --> udpg_p
ACGAL1PPpp,0.0,,,,acgal1p_p + h2o_p --> acgal_p + pi_p
UDPGALtex_num1,0.0,,,,udpgal_e --> udpgal_p
ACGAM1Ptex_num1,0.0,,,,acgam1p_e --> acgam1p_p
UACGAMtex_num1,0.0,,,,uacgam_e --> uacgam_p
UDPACGALtex_num1,0.0,,,,udpacgal_e --> udpacgal_p
AM4PCP,0.0,54473.38639,33.5675,1622.801412,anhm4p_c + h2o_c --> ala__D_c + anhm3p_c
AM3PA,0.0,9367.161455,20.5362,456.1292476,anhm3p_c + h2o_c --> LalaDgluMdap_c + anhm_c
UM4PCP,0.0,9321.330906000001,33.5675,277.6891608,h2o_c + um4p_c --> ala__D_c + ugmd_c
CBLAT,0.0,9949.384616,21.9989,452.26736860000005,atp_c + cbl1_c + h_c --> adocbl_c + pppi_c
MSO3abcpp,0.0,,,,atp_c + h2o_c + mso3_p --> adp_c + h_c + mso3_c + pi_c
MSO3tex_num1,0.0,,,,mso3_e --> mso3_p
FECRMR1,0.0,,,,fadh2_c + 2.0 fecrm_c --> fad_c + 2.0 fe2_c + 2.0 fecrm_un_c + 2.0 h_c
FECRMR2,0.0,,,,2.0 fecrm_c + fmnh2_c --> 2.0 fe2_c + 2.0 fecrm_un_c + fmn_c + 2.0 h_c
TDP,0.0,157841.5063,17.4329,9054.231155,h2o_c + thmpp_c --> h_c + pi_c + thmmp_c
3PEPTabcpp_num1,0.0,26082.635140000002,206.8469,126.09633090000001,LalaDgluMdap_p + atp_c + h2o_c --> LalaDgluMdap_c + adp_c + h_c + pi_c
4PEPTabcpp_num1,0.0,49599.60815,201.75,245.84688050000003,LalaDgluMdapDala_p + atp_c + h2o_c --> LalaDgluMdapDala_c + adp_c + h_c + pi_c
AGM3Pt2pp,0.0,14196.18975,53.2452,266.619146,anhgm3p_p + h_p --> anhgm3p_c + h_c
AGM4Pt2pp,0.0,37678.09115,53.2452,707.6335735,anhgm4p_p + h_p --> anhgm4p_c + h_c
AGMt2pp,0.0,34185.31625,53.2452,642.0356436000001,anhgm_p + h_p --> anhgm_c + h_c
FECRMexs,0.0,,,,fe3_e + fecrm_un_e --> fecrm_e
ARBTNR1,0.0,,,,2.0 arbtn_fe3_c + fadh2_c --> 2.0 arbtn_c + fad_c + 2.0 fe2_c + 2.0 h_c
ARBTNR2,0.0,,,,2.0 arbtn_fe3_c + fmnh2_c --> 2.0 arbtn_c + 2.0 fe2_c + fmn_c + 2.0 h_c
ARBTNR3,0.0,,,,2.0 arbtn_fe3_c + rbflvrd_c --> 2.0 arbtn_c + 2.0 fe2_c + 2.0 h_c + ribflv_c
ARBTNexs,0.0,,,,arbtn_e + fe3_e --> arbtn_fe3_e
FEOXAMexs,0.0,,,,fe3_e + feoxam_un_e --> feoxam_e
FEOXAMR1,0.0,26079.923469999998,30.1128,866.0743428,fadh2_c + 2.0 feoxam_c --> fad_c + 2.0 fe2_c + 2.0 feoxam_un_c + 2.0 h_c
FEOXAMR2,0.0,10115.68801,30.1128,335.9265166,2.0 feoxam_c + fmnh2_c --> 2.0 fe2_c + 2.0 feoxam_un_c + fmn_c + 2.0 h_c
FEOXAMR3,0.0,57714.151970000006,30.1128,1916.598655,2.0 feoxam_c + rbflvrd_c --> 2.0 fe2_c + 2.0 feoxam_un_c + 2.0 h_c + ribflv_c
PTHRpp_num1,0.0,21548.48395,104.4142,206.3750328,h2o_p + thrp_p --> pi_p + thr__L_p
ARABDI,0.0,86322.63719,389.86,221.4195793,arab__D_c --> rbl__D_c
AGt3,0.0,,,,ag_c + h_e --> ag_e + h_c
CD2t3pp_num1,0.0,,,,cd2_c + h_p --> cd2_p + h_c
ZNabcpp,0.0,,,,atp_c + h2o_c + zn2_p --> adp_c + h_c + pi_c + zn2_c
SKMt2pp,0.0,,,,h_p + skm_p --> h_c + skm_c
FE2t2pp,0.0,,,,fe2_p + h_p --> fe2_c + h_c
R5PPpp_num1,0.0,23570.470540000002,104.4142,225.74008650000002,h2o_p + r5p_p --> pi_p + rib__D_p
PSP_Lpp_num1,0.0,23226.39009,104.4142,222.444745,h2o_p + pser__L_p --> pi_p + ser__L_p
TYRPpp,0.0,9537.079284,104.4142,91.33891065,h2o_p + tyrp_p --> pi_p + tyr__L_p
GLYC2Ptex_num1,0.0,,,,glyc2p_e --> glyc2p_p
PSERtex_num1,0.0,,,,pser__L_e --> pser__L_p
R5Ptex_num1,0.0,,,,r5p_e --> r5p_p
THRPtex_num1,0.0,,,,thrp_e --> thrp_p
TYRPtex_num1,0.0,,,,tyrp_e --> tyrp_p
PAPSR2_num1,0.0,25460.24801,80.3019,317.0566078,grxrd_c + paps_c --> grxox_c + 2.0 h_c + pap_c + so3_c
GRXR_num1,0.0,11950.26729,25.7575,463.9529182,grxox_c + 2.0 gthrd_c --> grxrd_c + gthox_c
RNDR1b_num1,0.0,22837.66644,243.5294,93.77786189,adp_c + grxrd_c --> dadp_c + grxox_c + h2o_c
RNDR2b_num1,0.0,27735.009710000002,259.60200000000003,106.83665649999999,gdp_c + grxrd_c --> dgdp_c + grxox_c + h2o_c
FACOAE181,0.0,28297.738269999998,127.8653,221.3089733,h2o_c + odecoa_c --> coa_c + h_c + ocdcea_c
FACOAE160,0.0,129600.0,127.8653,1013.56662,h2o_c + pmtcoa_c --> coa_c + h_c + hdca_c
FACOAE140,0.0,63347.75856,127.8653,495.4257219,h2o_c + tdcoa_c --> coa_c + h_c + ttdca_c
CPGNR1,0.0,,,,2.0 cpgn_c + fadh2_c --> 2.0 cpgn_un_c + fad_c + 2.0 fe2_c + 2.0 h_c
CPGNR2,0.0,,,,2.0 cpgn_c + fmnh2_c --> 2.0 cpgn_un_c + 2.0 fe2_c + fmn_c + 2.0 h_c
CPGNR3,0.0,,,,2.0 cpgn_c + rbflvrd_c --> 2.0 cpgn_un_c + 2.0 fe2_c + 2.0 h_c + ribflv_c
CPGNUtpp,0.0,,,,cpgn_un_c + h_p --> cpgn_un_p + h_c
CPGNUtex,0.0,,,,cpgn_un_p + h_p --> cpgn_un_e + h_c
AAMYL,0.0,23490.41652,56.6394,414.73632349999997,14glucan_c --> malthx_c
AAMYLpp,0.0,49598.11858,75.7127,655.0832102999999,14glucan_p --> malthx_p
FACOAL80t2pp_num1,0.0,17459.32014,124.664,140.0510183,atp_c + coa_c + h_p + octa_p --> amp_c + h_c + occoa_c + ppi_c
PPGPPDP,0.0,90720.84686,79.3424,1143.4094109999999,h2o_c + ppgpp_c --> gdp_c + ppi_c
CPGNabcpp,0.0,,,,atp_c + cpgn_p + h2o_c --> adp_c + cpgn_c + h_c + pi_c
CPGNexs,0.0,,,,cpgn_un_e + fe3_e --> cpgn_e
CITtex_num1,0.0,,,,cit_e --> cit_p
ACGAtex_num1,0.0,,,,acgam_e --> acgam_p
DDCAtexi,0.0,,,,ddca_e --> ddca_p
TTDCAtexi,0.0,,,,ttdca_e --> ttdca_p
HDCAtexi,0.0,,,,hdca_e --> hdca_p
GUACYC,0.0,,,,gtp_c --> 35cgmp_c + ppi_c
23PDE2pp,0.0,52628.11949,70.8322,742.9971042999999,23cump_p + h2o_p --> 3ump_p + h_p
23PDE4pp,0.0,48310.69378,70.8322,682.0442367,23ccmp_p + h2o_p --> 3cmp_p + h_p
23PDE9pp,0.0,43543.38935,70.8322,614.7400384,23cgmp_p + h2o_p --> 3gmp_p + h_p
ATPHs,0.0,,,,atp_c + h2o_c + h_c --> itp_c + nh4_c
SARCOX,0.0,18240.219530000002,40.902,445.94933080000004,h2o_c + o2_c + sarcs_c --> fald_c + gly_c + h2o2_c
GTPHs,0.0,,,,gtp_c + h2o_c + h_c --> nh4_c + xtp_c
MN6PP_num1,0.0,11553.01474,29.7211,388.71423799999997,h2o_c + man6p_c --> man_c + pi_c
3KGK,0.0,46839.28669,110.3097,424.61620949999997,3dhguln_c + atp_c --> 3dhgulnp_c + adp_c + h_c
EX_cd2_e,0.0,,,,cd2_e --> 
F6PP_num1,0.0,18699.030430000003,23.0075,812.7363002999999,f6p_c + h2o_c --> fru_c + pi_c
GDPMNH,0.0,111348.1079,36.547,3046.709932,gdpmann_c + h2o_c --> gdp_c + h_c + man_c
FACOAL60t2pp_num1,0.0,24310.91002,124.664,195.011471,atp_c + coa_c + h_p + hxa_p --> amp_c + h_c + hxcoa_c + ppi_c
IDONt2rpp,0.0,,,,h_p + idon__L_p --> h_c + idon__L_c
ILEabcpp,0.0,,,,atp_c + h2o_c + ile__L_p --> adp_c + h_c + ile__L_c + pi_c
INDOLEt2pp,0.0,,,,h_c + indole_c --> h_p + indole_p
INSt2pp_num1,0.0,,,,h_p + ins_p --> h_c + ins_c
LYXt2pp,0.0,,,,h_p + lyx__L_p --> h_c + lyx__L_c
GDPDPK_num1,0.0,40330.378939999995,83.8756,480.83565350000003,atp_c + gdp_c --> amp_c + h_c + ppgpp_c
OCDCAtexi,0.0,,,,ocdca_e --> ocdca_p
OCDCEAtexi,0.0,,,,ocdcea_e --> ocdcea_p
G6Ptex_num1,0.0,,,,g6p_e --> g6p_p
TUNGSabcpp,0.0,,,,atp_c + h2o_c + tungs_p --> adp_c + h_c + pi_c + tungs_c
MOBDabcpp_num1,7.000000000000001e-07,,,,atp_c + h2o_c + mobd_p --> adp_c + h_c + mobd_c + pi_c
MOBDtex_num1,7.000000000000001e-07,,,,mobd_e --> mobd_p
NI2uabcpp_num1,0.0,,,,atp_c + h2o_c + ni2_p --> adp_c + h_c + ni2_c + pi_c
NI2tex_num1,3.23e-05,,,,ni2_e --> ni2_p
R1PK,0.0,,,,atp_c + r1p_c --> adp_c + h_c + r15bp_c
R15BPK,0.0,17862.195880000003,20.7296,861.6758587000002,atp_c + r15bp_c --> adp_c + prpp_c
Kabcpp_num1,0.0,,,,atp_c + h2o_c + k_p --> adp_c + h_c + k_c + pi_c
LEUabcpp_num1,0.0,,,,atp_c + h2o_c + leu__L_p --> adp_c + h_c + leu__L_c + pi_c
L_LACt2rpp_num1,0.0,,,,h_p + lac__L_p --> h_c + lac__L_c
MALt2_2pp,0.0,,,,2.0 h_p + mal__L_p --> 2.0 h_c + mal__L_c
MALt2_3pp_num1,0.0,,,,3.0 h_p + mal__L_p --> 3.0 h_c + mal__L_c
MALTabcpp,0.0,,,,atp_c + h2o_c + malt_p --> adp_c + h_c + malt_c + pi_c
MALTHXabcpp,0.0,,,,atp_c + h2o_c + malthx_p --> adp_c + h_c + malthx_c + pi_c
MALTPTabcpp,0.0,,,,atp_c + h2o_c + maltpt_p --> adp_c + h_c + maltpt_c + pi_c
MALTTRabcpp,0.0,,,,atp_c + h2o_c + malttr_p --> adp_c + h_c + malttr_c + pi_c
MALTTTRabcpp,0.0,,,,atp_c + h2o_c + maltttr_p --> adp_c + h_c + maltttr_c + pi_c
MAN6Pt6_2pp,0.0,,,,man6p_p + 2.0 pi_c --> man6p_c + 2.0 pi_p
MANGLYCptspp,0.0,,,,manglyc_p + pep_c --> man6pglyc_c + pyr_c
MELIBt2pp_num1,0.0,,,,h_p + melib_p --> h_c + melib_c
METabcpp,0.0,,,,atp_c + h2o_c + met__L_p --> adp_c + h_c + met__L_c + pi_c
EX_fe3hox_un_e,0.0,,,,fe3hox_un_e --> 
GGPTRCS,0.0,10428.39012,638.1259,16.34221416,atp_c + glu__L_c + ptrc_c --> adp_c + ggptrc_c + h_c + pi_c
EX_23dappa_e,0.0,,,,23dappa_e --> 
RMNtpp,0.0,,,,h_p + rmn_p --> h_c + rmn_c
SERt4pp,0.0,,,,na1_p + ser__L_p --> na1_c + ser__L_c
SUCCt2_3pp_num1,0.0,,,,3.0 h_p + succ_p --> 3.0 h_c + succ_c
MNLptspp_num1,0.0,,,,mnl_p + pep_c --> mnl1p_c + pyr_c
NAt3_1p5pp,0.0,,,,3.0 h_p + 2.0 na1_c --> 3.0 h_c + 2.0 na1_p
NAt3_2pp,0.0,,,,2.0 h_p + na1_c --> 2.0 h_c + na1_p
NH4tpp_num1,1.0661796000000354,,,,nh4_p --> nh4_c
NMNPtpp,0.0,,,,nmn_p --> nmn_c
NO2t2rpp_num1,0.0,,,,h_p + no2_p --> h_c + no2_c
NO3t7pp_num1,0.0,,,,no2_c + no3_p --> no2_p + no3_c
ORNabcpp,0.0,,,,atp_c + h2o_c + orn_p --> adp_c + h_c + orn_c + pi_c
PIuabcpp,0.0,,,,atp_c + h2o_c + pi_p --> adp_c + h_c + 2.0 pi_c
PNTOt4pp,0.0,,,,na1_p + pnto__R_p --> na1_c + pnto__R_c
FRULYSDG,0.0,41650.55762,462.8308,89.99089434,frulysp_c + h2o_c --> g6p_c + lys__L_c
METDabcpp,0.0,,,,atp_c + h2o_c + met__D_p --> adp_c + h_c + met__D_c + pi_c
PROabcpp,0.0,,,,atp_c + h2o_c + pro__L_p --> adp_c + h_c + pi_c + pro__L_c
PROt2rpp_num1,0.0,,,,h_p + pro__L_p --> h_c + pro__L_c
PROt4pp,0.0,,,,na1_p + pro__L_p --> na1_c + pro__L_c
PTRCabcpp_num1,0.0,,,,atp_c + h2o_c + ptrc_p --> adp_c + h_c + pi_c + ptrc_c
ASNNpp,0.0,56027.20567999999,147.4028,380.095939,asn__L_p + h2o_p --> asp__L_p + nh4_p
GLUNpp,0.0,20661.074930000002,147.4028,140.16745219999999,gln__L_p + h2o_p --> glu__L_p + nh4_p
NTD12_num1,0.0,9521.232462,25.3988,374.86938210000005,dimp_c + h2o_c --> din_c + pi_c
FECRMtonex,0.0,,,,fecrm_e + h_p --> fecrm_p + h_c
ARBTNtonex,0.0,,,,arbtn_fe3_e + h_p --> arbtn_fe3_p + h_c
ADOCBLabcpp,0.0,,,,adocbl_p + atp_c + h2o_c --> adocbl_c + adp_c + h_c + pi_c
EX_enter_e,0.0,,,,enter_e --> 
EX_fecrm_un_e,0.0,,,,fecrm_un_e --> 
EX_cgly_e,0.0,,,,cgly_e --> 
EX_chtbs_e,0.0,,,,chtbs_e --> 
EX_gmp_e,0.0,,,,gmp_e --> 
EX_h2o2_e,0.0,,,,h2o2_e --> 
EX_ump_e,0.0,,,,ump_e --> 
EX_pydam_e,0.0,,,,pydam_e --> 
CRNabcpp,0.0,,,,atp_c + crn_p + h2o_c --> adp_c + crn_c + h_c + pi_c
CRNDabcpp,0.0,,,,atp_c + crn__D_p + h2o_c --> adp_c + crn__D_c + h_c + pi_c
DNTPPA_num1,0.0,9493.606192,17.3058,548.5794469,ahdt_c + h2o_c --> dhpmp_c + h_c + ppi_c
CTBTabcpp,0.0,,,,atp_c + ctbt_p + h2o_c --> adp_c + ctbt_c + h_c + pi_c
NTPP9,0.0,219466.3262,42.0777,5215.739601,h2o_c + itp_c --> h_c + imp_c + ppi_c
NTPP10,0.0,25719.40426,42.0777,611.2359815000001,ditp_c + h2o_c --> dimp_c + h_c + ppi_c
NTPP11,0.0,9764.884213,42.0777,232.0679175,h2o_c + xtp_c --> h_c + ppi_c + xmp_c
NTD10pp_num1,0.0,16669.85067,104.4142,159.6511841,h2o_p + xmp_p --> pi_p + xtsn_p
NTD1pp_num1,0.0,18062.0881,60.824,296.9565977,dump_p + h2o_p --> duri_p + pi_p
NTD2pp_num1,0.0,28742.741639999997,60.824,472.555926,h2o_p + ump_p --> pi_p + uri_p
NTD3pp_num1,0.0,17056.30725,60.824,280.4206769,dcmp_p + h2o_p --> dcyt_p + pi_p
NTD4pp_num1,0.0,16503.42699,104.4142,158.0573044,cmp_p + h2o_p --> cytd_p + pi_p
NTD5pp_num1,0.0,18932.087880000003,104.4142,181.317176,dtmp_p + h2o_p --> pi_p + thymd_p
NTD6pp_num1,0.0,18118.8497,60.824,297.8898083,damp_p + h2o_p --> dad_2_p + pi_p
NTD7pp_num1,0.0,16283.31909,104.4142,155.9492779,amp_p + h2o_p --> adn_p + pi_p
NTD9pp_num1,0.0,17969.264030000002,104.4142,172.0959796,gmp_p + h2o_p --> gsn_p + pi_p
PEAMNOpp,0.0,25099.97591,168.7573,148.7341639,h2o_p + o2_p + peamn_p --> h2o2_p + nh4_p + pacald_p
GAL1PPpp,0.0,49931.64198,91.3658,546.5025423,gal1p_p + h2o_p --> gal_p + pi_p
H2O2tex_num1,0.0,,,,h2o2_e --> h2o2_p
ARGDCpp,0.0,11541.49804,295.5938,39.04512896,arg__L_p + h_p --> agm_p + co2_p
ALLPI,0.0,19201.33747,32.1466,597.3053906,all6p_c --> allul6p_c
ALLK,0.0,23208.86213,33.8209,686.2284011,all__D_c + atp_c --> adp_c + all6p_c + h_c
ALLULPE,0.0,28397.97262,26.1092,1087.661538,allul6p_c --> f6p_c
ADEtex_num1,0.0,,,,ade_e --> ade_p
ADNtex,0.0,,,,adn_e --> adn_p
AGMtex_num1,0.0,,,,agm_e --> agm_p
ALAtex_num1,0.0,,,,ala__L_e --> ala__L_p
BALAtex_num1,0.0,,,,ala_B_e --> ala_B_p
DALAtex_num1,0.0,,,,ala__D_e --> ala__D_p
AMPtex_num1,0.0,,,,amp_e --> amp_p
ARBtex_num1,0.0,,,,arab__L_e --> arab__L_p
ARGtex_num1,0.0,,,,arg__L_e --> arg__L_p
ASCBtex_num1,0.0,,,,ascb__L_e --> ascb__L_p
FACOAL100t2pp_num1,0.0,19405.05356,124.664,155.6588394,atp_c + coa_c + dca_p + h_p --> amp_c + dcacoa_c + h_c + ppi_c
RIBabcpp_num1,0.0,,,,atp_c + h2o_c + rib__D_p --> adp_c + h_c + pi_c + rib__D_c
GPDDA3pp,0.0,36706.06811,81.6867,449.35182970000005,g3ps_p + h2o_p --> glyc3p_p + h_p + ser__L_p
GPDDA4pp,0.0,41144.26043,81.6867,503.68371389999993,g3pg_p + h2o_p --> glyc3p_p + glyc_p + h_p
GPDDA2pp,0.0,41162.269210000006,81.6867,503.9041755,g3pe_p + h2o_p --> etha_p + glyc3p_p + h_p
FACOAL120t2pp_num1,0.0,19622.55997,60.7731,322.88232739999995,atp_c + coa_c + ddca_p + h_p --> amp_c + ddcacoa_c + h_c + ppi_c
FACOAL140t2pp_num1,0.0,15392.79644,60.7731,253.28305519999998,atp_c + coa_c + h_p + ttdca_p --> amp_c + h_c + ppi_c + tdcoa_c
FE3HOXtonex,0.0,,,,fe3hox_e + h_p --> fe3hox_p + h_c
CU2abcpp,0.0,,,,atp_c + cu2_c + h2o_c --> adp_c + cu2_p + h_c + pi_c
COBALT2abcpp,0.0,,,,atp_c + cobalt2_c + h2o_c --> adp_c + cobalt2_p + h_c + pi_c
NI2abcpp,0.0,,,,atp_c + h2o_c + ni2_c --> adp_c + h_c + ni2_p + pi_c
MG2uabcpp,0.0,,,,atp_c + h2o_c + mg2_p --> adp_c + h_c + mg2_c + pi_c
HCYSMT2,0.0,9603.528682,33.4228,287.3346542,hcys__L_c + mmet_c --> h_c + 2.0 met__L_c
MMETtex_num1,0.0,,,,mmet_e --> mmet_p
FE3tex_num1,0.0,,,,fe3_e --> fe3_p
MG2tex_num1,0.0008675000000000001,,,,mg2_e --> mg2_p
Zn2tex_num1,3.41e-05,,,,zn2_e --> zn2_p
MMETt2pp,0.0,,,,h_p + mmet_p --> h_c + mmet_c
CD2tex_num1,0.0,,,,cd2_e --> cd2_p
GLNabcpp,0.0,,,,atp_c + gln__L_p + h2o_c --> adp_c + gln__L_c + h_c + pi_c
GLUabcpp,0.0,,,,atp_c + glu__L_p + h2o_c --> adp_c + glu__L_c + h_c + pi_c
GLUABUTt7pp,0.0,,,,4abut_c + glu__L_p --> 4abut_p + glu__L_c
GLUt2rpp,0.0,,,,glu__L_p + h_p --> glu__L_c + h_c
GLUt4pp,0.0,,,,glu__L_p + na1_p --> glu__L_c + na1_c
GLYALDtpp,0.0,,,,glyald_p --> glyald_c
EX_etha_e,0.0,,,,etha_e --> 
ACGK,0.0295792,30240.0,54.3191,556.7102547999999,acglu_c + atp_c --> acg5p_c + adp_c
LCTSt3ipp_num1,0.0,,,,h_p + lcts_c --> h_c + lcts_p
ARBt3ipp,0.0,,,,arab__L_c + h_p --> arab__L_p + h_c
14GLUCANabcpp,0.0,,,,14glucan_p + atp_c + h2o_c --> 14glucan_c + adp_c + h_c + pi_c
14GLUCANtexi,0.0,,,,14glucan_e --> 14glucan_p
DHPTPE,0.0,17759.952240000002,112.6563,157.6472176,ahdt_c --> dhmptp_c
NADPHQR2,0.0,27721.051180000002,43.7818,633.1638073,h_c + nadph_c + q8_c --> nadp_c + q8h2_c
NADPHQR3,0.0,30528.293210000003,43.7818,697.2827341,h_c + mqn8_c + nadph_c --> mql8_c + nadp_c
NADPHQR4,0.0,16809.95379,43.7818,383.9484395,2dmmq8_c + h_c + nadph_c --> 2dmmql8_c + nadp_c
GLBRAN2,0.0,221256.5004,84.3369,2623.483913,glycogen_c --> bglycogen_c
ASR,0.0,16666.55749,40.2035,414.5548893,aso4_c + 2.0 gthrd_c --> aso3_c + gthox_c + h2o_c
ASO3tex_num1,0.0,,,,aso3_e --> aso3_p
MANGLYCtex_num1,0.0,,,,manglyc_e --> manglyc_p
EX_frulys_e,0.0,,,,frulys_e --> 
METOX1s,0.0,,,,h2o2_c + met__L_c --> h2o_c + metsox_S__L_c
METOX2s,0.0,,,,h2o2_c + met__L_c --> h2o_c + metsox_R__L_c
FRUURt2rpp,0.0,,,,fruur_p + h_p --> fruur_c + h_c
FRUURtex_num1,0.0,,,,fruur_e --> fruur_p
ECAtpp,0.0,86843.56536000001,44.9597,1931.5868510000003,unagamuf_c --> unagamuf_p
O16AT,0.0,23247.17566,21.6751,1072.529108,accoa_c + ragund_c --> aragund_c + coa_c
O16GALFT,0.0,22063.755869999997,37.7572,584.3589003,garagund_c + udpgalfur_c --> gfgaragund_c + h_c + udp_c
O16GLCT2,0.0,,,,gfgaragund_c + udpg_c --> h_c + o16aund_c + udp_c
O16AUNDtpp,0.0,56567.01265,45.3826,1246.447155,o16aund_c --> o16aund_p
O16AP1pp,0.0,18394.40465,81.199,226.5348668,2.0 o16aund_p --> h_p + o16a2und_p + udcpdp_p
GLYCAt2rpp_num1,0.0,,,,glyc__R_p + h_p --> glyc__R_c + h_c
GLYCAtex_num1,0.0,,,,glyc__R_e --> glyc__R_p
EX_enlipa_e,0.0,,,,enlipa_e --> 
EX_hacolipa_e,0.0,,,,hacolipa_e --> 
AGM4PCP,0.0,46441.373439999996,33.5675,1383.521961,anhgm4p_c + h2o_c --> ala__D_c + anhgm3p_c
4PCP,0.0,27706.1783,33.5675,825.3870052999999,LalaDgluMdapDala_c + h2o_c --> LalaDgluMdap_c + ala__D_c
4PCPpp,0.0,37289.77556,21.0399,1772.336159,LalaDgluMdapDala_p + h2o_p --> LalaDgluMdap_p + ala__D_p
FALDH2,0.0,29317.272060000003,78.718,372.43415810000005,hmgth_c + nad_c --> Sfglutth_c + h_c + nadh_c
GLYBabcpp_num1,0.0,,,,atp_c + glyb_p + h2o_c --> adp_c + glyb_c + h_c + pi_c
GLYC3Pt6pp,0.0,,,,glyc3p_p + pi_c --> glyc3p_c + pi_p
GLYCLTt4pp,0.0,,,,glyclt_p + na1_p --> glyclt_c + na1_c
GLYCtpp_num1,0.0,,,,glyc_c --> glyc_p
H2Otpp_num1,0.0,,,,h2o_p --> h2o_c
HCINNMt2rpp,0.0,,,,3hcinnm_p + h_p --> 3hcinnm_c + h_c
HISabcpp,0.0,,,,atp_c + h2o_c + his__L_p --> adp_c + h_c + his__L_c + pi_c
HISt2rpp,0.0,,,,h_p + his__L_p --> h_c + his__L_c
CBIAT,0.0,17689.46963,21.9989,804.1070067,atp_c + cbi_c + h_c --> adocbi_c + pppi_c
LYSabcpp,0.0,,,,atp_c + h2o_c + lys__L_p --> adp_c + h_c + lys__L_c + pi_c
COBALT2tex_num1,2.5e-06,,,,cobalt2_e --> cobalt2_p
PPDOy,0.0,27609.905660000004,37.9784,726.989701,h_c + lald__D_c + nadph_c --> 12ppd__R_c + nadp_c
FALGTHLs,0.0,,,,fald_c + gthrd_c --> hmgth_c
NTD12pp_num1,0.0,17007.54339,60.824,279.6189562,dimp_p + h2o_p --> din_p + pi_p
PPA2_num1,0.0,9737.917049,116.2719,83.75125072,h2o_c + pppi_c --> h_c + pi_c + ppi_c
DIMPtex_num1,0.0,,,,dimp_e --> dimp_p
3NTD7pp_num1,0.0,55966.42332,70.8322,790.1268536,3amp_p + h2o_p --> adn_p + pi_p
3NTD4pp_num1,0.0,46917.55912,98.8772,474.50331439999997,3cmp_p + h2o_p --> cytd_p + pi_p
3NTD2pp_num1,0.0,44836.482560000004,70.8322,632.9957641,3ump_p + h2o_p --> pi_p + uri_p
3NTD9pp_num1,0.0,39469.580030000005,70.8322,557.2265160000001,3gmp_p + h2o_p --> gsn_p + pi_p
23PDE7pp,0.0,57434.65448,70.8322,810.8551546,23camp_p + h2o_p --> 3amp_p + h_p
GALTptspp,0.0,,,,galt_p + pep_c --> galt1p_c + pyr_c
GALURt2rpp,0.0,,,,galur_p + h_p --> galur_c + h_c
GLCNt2rpp_num1,0.0,,,,glcn_p + h_p --> glcn_c + h_c
GLCptspp_num1,15.430764880445123,,,,glc__D_p + pep_c --> g6p_c + pyr_c
GLCRt2rpp_num1,0.0,,,,glcr_p + h_p --> glcr_c + h_c
GLCt2pp,5.171675757015772,,,,glc__D_p + h_p --> glc__D_c + h_c
GLCURt2rpp_num1,0.0,,,,glcur_p + h_p --> glcur_c + h_c
ACMUMptspp,0.0,,,,acmum_p + pep_c --> acmum6p_c + pyr_c
EX_h2o_e,30.937219027684666,,,,h2o_e --> 
EX_ala__D_e,0.0,,,,ala__D_e --> 
