,fluxes,kcat,MW,kcat_MW,enz,equ
LPLIPAL2G141,0,9300.047494,38.9783,238.5955132,0,2agpg141_c + h2o_c --> g3pg_c + h_c + ttdcea_c
2AGPGAT180,0,9737.355798,80.7,120.6611623,0,2agpg180_c + atp_c + ocdca_c --> amp_c + pg180_c + ppi_c
2AGPGAT181,0,25994.16807,80.7,322.1086502,0,2agpg181_c + atp_c + ocdcea_c --> amp_c + pg181_c + ppi_c
LPLIPAL2ATG120,0,15263.39692,38.9783,391.5870348,0,2agpg120_c + pg120_c --> apg120_c + g3pg_c
PLIPA1E140pp,0,9300.046259,66.3263,140.2165696,0,h2o_p + pe140_p --> 2agpe140_p + h_p + ttdca_p
PLIPA1E160pp,0,9319.15782,66.3263,140.5047141,0,h2o_p + pe160_p --> 2agpe160_p + h_p + hdca_p
PLIPA1E161pp,0,12158.28134,66.3263,183.3101099,0,h2o_p + pe161_p --> 2agpe161_p + h_p + hdcea_p
AACPS8,0,19300.13799,89.3395,216.0314082,0,ACP_c + atp_c + dca_c --> amp_c + dcaACP_c + ppi_c
AACPS9,0,9300.081582,89.3395,104.098205,0,ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c
HXCT,0,30493.60812,92.9717,327.9880665,0,accoa_c + hxa_c --> ac_c + hxcoa_c
2AGPEAT160,0,83842.72261,80.7,1038.943279,0,2agpe160_c + atp_c + hdca_c --> amp_c + pe160_c + ppi_c
DURADx,0,38271.10824,178.7966,214.0482998,0,56dura_c + nad_c --> h_c + nadh_c + ura_c
ECOAH7_num1,0,37020.63211,77.0722,480.3370361,0,3hhdcoa_c --> h2o_c + hdd2coa_c
G1PPpp_num1,0,34600.56248,91.3658,378.7036559,0,g1p_p + h2o_p --> glc__D_p + pi_p
GALCTND,0,20418.46137,42.5229,480.1756552,0,galctn__D_c --> 2dh3dgal_c + h2o_c
LDH_D,0,41919.84126,146.1392,286.8487118,0,lac__D_c + nad_c --> h_c + nadh_c + pyr_c
AMALT4,0,32028.92891,78.5035,407.9936424,0,malt_c + malthx_c --> glc__D_c + malthp_c
NTD11_num1,0,9325.752358,26.9004,346.6770887,0,h2o_c + imp_c --> ins_c + pi_c
ORNDC_num1,0,35745.33522,158.8324,225.0506523,0,h_c + orn_c --> co2_c + ptrc_c
FACOAL181t2pp_num1,0,20613.48472,124.664,165.3523449,0,atp_c + coa_c + h_p + ocdcea_p --> amp_c + h_c + odecoa_c + ppi_c
EAR141y,0,9385.00781,111.4558,84.2038531,0,h_c + nadph_c + t3c7mrseACP_c --> nadp_c + tdeACP_c
EAR161x,0,9300.026639,111.4558,83.44138788,0,h_c + nadh_c + t3c9palmeACP_c --> hdeACP_c + nad_c
DASYN181,0,9600.275596,31.4538,305.2183074,0,ctp_c + h_c + pa181_c --> cdpdodec11eg_c + ppi_c
CDAPPA161,0,10309.94605,28.4508,362.378072,0,cdpdhdec9eg_c + h2o_c --> cmp_c + 2.0 h_c + pa161_c
PGSA180,0,21211.67154,20.7006,1024.688731,0,cdpdodecg_c + glyc3p_c --> cmp_c + h_c + pgp180_c
PSSA140,0,18624.88315,52.8018,352.7319741,0,cdpdtdecg_c + ser__L_c --> cmp_c + h_c + ps140_c
2AGPGAT141,0,9645.640135,80.7,119.5246609,0,2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c
FACOAE180,0,44832.33864,127.8653,350.6216201,0,h2o_c + stcoa_c --> coa_c + h_c + ocdca_c
FACOAE100,0,148841.6558,127.8653,1164.050417,0,dcacoa_c + h2o_c --> coa_c + dca_c + h_c
FACOAE80,0,9300.085783,127.8653,72.73346078,0,h2o_c + occoa_c --> coa_c + h_c + octa_c
FACOAE60,0,10237.32554,127.8653,80.06335996,0,h2o_c + hxcoa_c --> coa_c + h_c + hxa_c
PLIPA1E120pp,0,9300.055576,66.3263,140.2167101,0,h2o_p + pe120_p --> 2agpe120_p + ddca_p + h_p
CFAS160G,0,114927.3368,87.818,1308.699091,0,2.0 amet_c + pg161_c --> 2.0 ahcys_c + cpg160_c + 2.0 h_c
FACOAE141,0,22065.15168,127.8653,172.5655958,0,h2o_c + tdecoa_c --> coa_c + h_c + ttdcea_c
FACOAE161,0,154800,127.8653,1210.649019,0,h2o_c + hdcoa_c --> coa_c + h_c + hdcea_c
ALAALAD,0,21385.38081,21.213,1008.126187,0,alaala_c + h2o_c --> 2.0 ala__D_c
2AGPEAT180,0,22628.36988,80.7,280.4011138,0,2agpe180_c + atp_c + ocdca_c --> amp_c + pe180_c + ppi_c
2AGPEAT181,0,21320.30109,80.7,264.1920829,0,2agpe181_c + atp_c + ocdcea_c --> amp_c + pe181_c + ppi_c
2AGPGAT140,0,26004.84427,80.7,322.2409451,0,2agpg140_c + atp_c + ttdca_c --> amp_c + pg140_c + ppi_c
PLIPA1E181pp,0,9300.044405,66.3263,140.2165416,0,h2o_p + pe181_p --> 2agpe181_p + h_p + ocdcea_p
PLIPA1G180pp,0,10731.71028,66.3263,161.8017329,0,h2o_p + pg180_p --> 2agpg180_p + h_p + ocdca_p
PLIPA1G181pp,0,9331.151328,66.3263,140.6855399,0,h2o_p + pg181_p --> 2agpg181_p + h_p + ocdcea_p
2AGPGAT161,0,9645.635293,80.7,119.5246009,0,2agpg161_c + atp_c + hdcea_c --> amp_c + pg161_c + ppi_c
AMPTASEPG_num1,0,29612.1696,329.2789,89.93035873,0,h2o_c + progly_c --> gly_c + pro__L_c
2AGPEAT140,0,33704.87601,80.7,417.6564561,0,2agpe140_c + atp_c + ttdca_c --> amp_c + pe140_c + ppi_c
2AGPEAT120,0,17213.08318,80.7,213.2971893,0,2agpe120_c + atp_c + ddca_c --> amp_c + pe120_c + ppi_c
2AGPEAT161,0,16922.37939,80.7,209.6949119,0,2agpe161_c + atp_c + hdcea_c --> amp_c + pe161_c + ppi_c
2AGPEAT141,0,18684.28389,80.7,231.5276814,0,2agpe141_c + atp_c + ttdcea_c --> amp_c + pe141_c + ppi_c
2AGPGAT160,0,9649.160262,80.7,119.5682808,0,2agpg160_c + atp_c + hdca_c --> amp_c + pg160_c + ppi_c
LPLIPAL2ATG140,0,14782.19516,38.9783,379.2416591,0,2agpg140_c + pg140_c --> apg140_c + g3pg_c
LPLIPAL2ATG141,0,9726.546006,38.9783,249.5374607,0,2agpg141_c + pg141_c --> apg141_c + g3pg_c
LPLIPAL2ATG160,0,41172.89897,38.9783,1056.303096,0,2agpg160_c + pg160_c --> apg160_c + g3pg_c
LPLIPAL2ATG180,0,14302.36908,38.9783,366.9315768,0,2agpg180_c + pg180_c --> apg180_c + g3pg_c
LPLIPAL2ATG161,0,28569.38076,38.9783,732.9560489,0,2agpg161_c + pg161_c --> apg161_c + g3pg_c
LPLIPAL2ATG181,0,19600.74689,38.9783,502.8630517,0,2agpg181_c + pg181_c --> apg181_c + g3pg_c
CLPNS180pp_num1,0,18171.28853,54.8223,331.4579748,0,2.0 pg180_p --> clpn180_p + glyc_p
CLPNS181pp_num1,0,21182.30828,54.8223,386.3812405,0,2.0 pg181_p --> clpn181_p + glyc_p
PLIPA1G120pp,0,9300.04673,66.3263,140.2165767,0,h2o_p + pg120_p --> 2agpg120_p + ddca_p + h_p
CLPNS120pp_num1,0,27301.68336,47.6335,573.1613961,0,2.0 pg120_p --> clpn120_p + glyc_p
ALPATE160pp,0,16171.43159,82.0363,197.1253164,0,alpp_p + pe160_p --> 2agpe160_p + lpp_p
ALPATG160pp,0,27918.59867,82.0363,340.3200616,0,alpp_p + pg160_p --> 2agpg160_p + lpp_p
2AGPGAT120,0,17444.69856,80.7,216.1672684,0,2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c
LPLIPAL2ATE120,0,15214.42477,38.9783,390.3306396,0,2agpe120_c + pg120_c --> apg120_c + g3pe_c
LPLIPAL2ATE140,0,9795.36019,38.9783,251.3029093,0,2agpe140_c + pg140_c --> apg140_c + g3pe_c
LPLIPAL2ATE160,0,27150.84664,38.9783,696.5631297,0,2agpe160_c + pg160_c --> apg160_c + g3pe_c
LPLIPAL2ATE180,0,9726.60245,38.9783,249.5389088,0,2agpe180_c + pg180_c --> apg180_c + g3pe_c
LPLIPAL2ATE141,0,24162.76916,38.9783,619.903104,0,2agpe141_c + pg141_c --> apg141_c + g3pe_c
LPLIPAL2ATE161,0,16457.64902,38.9783,422.2259314,0,2agpe161_c + pg161_c --> apg161_c + g3pe_c
LPLIPAL2ATE181,0,9769.098535,38.9783,250.6291587,0,2agpe181_c + pg181_c --> apg181_c + g3pe_c
FACOAL141t2pp_num1,0,18524.51186,60.7731,304.8143317,0,atp_c + coa_c + h_p + ttdcea_p --> amp_c + h_c + ppi_c + tdecoa_c
FACOAL161t2pp_num1,0,21999.51044,124.664,176.4704361,0,atp_c + coa_c + h_p + hdcea_p --> amp_c + h_c + hdcoa_c + ppi_c
PGPP140pp_num1,0,9509.043636,19.4181,489.7000034,0,h2o_p + pgp140_p --> pg140_p + pi_p
PGPP141pp_num1,0,17501.08267,19.4181,901.2767815,0,h2o_p + pgp141_p --> pg141_p + pi_p
PGPP160pp_num1,0,9538.650497,19.4181,491.2247077,0,h2o_p + pgp160_p --> pg160_p + pi_p
PGPP180pp_num1,0,9522.983344,19.4181,490.4178753,0,h2o_p + pgp180_p --> pg180_p + pi_p
PLIPA1E180pp,0,11091.56683,66.3263,167.2272813,0,h2o_p + pe180_p --> 2agpe180_p + h_p + ocdca_p
PLIPA1G140pp,0,9331.088461,66.3263,140.6845921,0,h2o_p + pg140_p --> 2agpg140_p + h_p + ttdca_p
PLIPA1G161pp,0,9331.310401,66.3263,140.6879383,0,h2o_p + pg161_p --> 2agpg161_p + h_p + hdcea_p
CLPNS160pp_num1,0,33484.59677,47.6335,702.9631828,0,2.0 pg160_p --> clpn160_p + glyc_p
CLPNS161pp_num1,0,23978.23534,54.8223,437.3810537,0,2.0 pg161_p --> clpn161_p + glyc_p
PAPA120pp,0,15536.05477,29.0213,535.3328338,0,h2o_p + pa120_p --> 12dgr120_p + pi_p
PAPA140pp,0,9492.458216,29.0213,327.0859064,0,h2o_p + pa140_p --> 12dgr140_p + pi_p
PAPA141pp,0,17942.63231,29.0213,618.2573596,0,h2o_p + pa141_p --> 12dgr141_p + pi_p
PAPA160pp,0,9448.303558,29.0213,325.5644495,0,h2o_p + pa160_p --> 12dgr160_p + pi_p
PAPA161pp,0,14822.92706,29.0213,510.7602712,0,h2o_p + pa161_p --> 12dgr161_p + pi_p
PAPA180pp,0,16282.17018,29.0213,561.0420684,0,h2o_p + pa180_p --> 12dgr180_p + pi_p
HPYRI,0,50196.10612,58.7549,854.3305515,0,hpyr_c --> 2h3oppan_c
TPRDCOAS,0,23356.11375,31.6444,738.080474,0,atp_c + dpcoa_c --> 2tpr3dpcoa_c + ade_c
FLVRx,0,10178.43535,26.242,387.8681255,0,h_c + nadh_c + ribflv_c --> nad_c + rbflvrd_c
GGPTRCO,0,59111.19011,47.1695,1253.165501,0,ggptrc_c + h2o_c + o2_c --> ggbutal_c + h2o2_c + nh4_c
HYD1pp_num1,0,5271939.547,181.7482,29006.83224,0,h2_c + 2.0 h_c + q8_c --> 2.0 h_p + q8h2_c
ECAP3pp,0,54306.83617,135.966,399.4148255,0,eca3und_p + unagamuf_p --> eca4und_p + h_p + udcpdp_p
FMNRx_num1,0,23127.606,42.5067,544.09319,0,fmn_c + h_c + nadh_c --> fmnh2_c + nad_c
DHBS,0,20871.0962,118.2243,176.5381246,0,23dhb_c + atp_c + h_c --> 23dhba_c + ppi_c
MDDCP1pp_num1,0,54493.1509,41.849,1302.137468,0,h2o_p + murein5px4p_p --> ala__D_p + murein4px4p_p
GUI2,0,34845.04678,53.9872,645.4316353,0,galur_c --> tagur_c
OMBZLM,0,37665.374,28.0732,1341.684382,0,2ombzl_c + amet_c --> 2ommbl_c + ahcys_c + h_c
GLYCK,0,29775.87608,38.7345,768.7171922,0,atp_c + glyc__R_c --> 3pg_c + adp_c + h_c
MLTG5,0,51313.46702,69.041,743.2318046,0,h2o_c + malthp_c --> glc__D_c + malthx_c
GPDDA3,0,16136.67087,27.4096,588.7233258,0,g3ps_c + h2o_c --> glyc3p_c + h_c + ser__L_c
2DOXG6PP_num1,0,9865.296,23.0075,428.7860915,0,2doxg6p_c + h2o_c --> 2dglc_c + pi_c
AGMH,0,17554.43253,37.5947,466.9390241,0,anhgm_c + h2o_c --> acgam_c + anhm_c
MPTG_num1,0,18797.02545,186.3215,100.8848976,0,2.0 uaagmda_c --> 2.0 h_c + murein5p5p_p + 2.0 udcpdp_c
MPTG2_num1,0,11151.79658,194.8907,57.22077339,0,murein5p5p_p + uaagmda_c --> h_c + murein5p5p5p_p + udcpdp_c
MCTP2App_num1,0,125796.3953,228.3702,550.8441789,0,murein5p5p5p_p --> 2.0 ala__D_p + murein5px4px4p_p
MCTP1Bpp_num1,0,374951.4102,36.0824,10391.53189,0,murein5p5p_p --> alaala_p + murein5px3p_p
SFGTHi_num1,0,65737.54739,125.0371,525.7443382,0,Sfglutth_c + h2o_c --> for_c + gthrd_c + h_c
DSBCGT,0,35098.21691,51.2433,684.9327992,0,dsbcox_p + 2.0 gthrd_p --> dsbcrd_p + gthox_p
DSBGGT,0,176926.5936,54.99,3217.432144,0,dsbgox_p + 2.0 gthrd_p --> dsbgrd_p + gthox_p
DHNAOT4,0,28638.76395,33.594,852.4963967,0,dhna_c + h_c + octdp_c --> 2dmmql8_c + co2_c + ppi_c
THIORDXi_num1,0,21554.20653,20.4696,1052.98621,0,h2o2_c + trdrd_c --> 2.0 h2o_c + trdox_c
PPPGO3,0,432,84.9052,5.088027588,0,3.0 fum_c + pppg9_c --> ppp9_c + 3.0 succ_c
PDX5POi,0,108,51.0903,2.113904205,0,o2_c + pdx5p_c --> h2o2_c + pydx5p_c
PLIPA1A181pp,0,9331.086136,66.3263,140.684557,0,h2o_p + pa181_p --> 2odec11eg3p_p + ocdcea_p
LPLIPAL2A141,0,9300.07818,38.9783,238.5963005,0,2tdec7eg3p_c + h2o_c --> glyc3p_c + 2.0 h_c + ttdcea_c
EAR181x,0,24255.17127,111.4558,217.6214362,0,h_c + nadh_c + t3c11vaceACP_c --> nad_c + octeACP_c
EAR181y,0,16968.83979,111.4558,152.2472567,0,h_c + nadph_c + t3c11vaceACP_c --> nadp_c + octeACP_c
G3PAT141,0,9708.960668,100.021,97.06922214,0,glyc3p_c + tdeACP_c --> 1tdec7eg3p_c + ACP_c
G3PAT181,0,18222.06537,100.021,182.1823954,0,glyc3p_c + octeACP_c --> 1odec11eg3p_c + ACP_c
DASYN140,0,24327.98376,31.4538,773.4513401,0,ctp_c + h_c + pa140_c --> cdpdtdecg_c + ppi_c
DASYN180,0,17275.5872,31.4538,549.2368871,0,ctp_c + h_c + pa180_c --> cdpdodecg_c + ppi_c
DASYN141,0,23858.22041,31.4538,758.5163131,0,ctp_c + h_c + pa141_c --> cdpdtdec7eg_c + ppi_c
CDAPPA160,0,33511.40562,28.4508,1177.872173,0,cdpdhdecg_c + h2o_c --> cmp_c + 2.0 h_c + pa160_c
CDAPPA141,0,30059.94402,28.4508,1056.558832,0,cdpdtdec7eg_c + h2o_c --> cmp_c + 2.0 h_c + pa141_c
PGSA141,0,18750.23108,20.7006,905.7820102,0,cdpdtdec7eg_c + glyc3p_c --> cmp_c + h_c + pgp141_c
FACOAE120,0,79200,127.8653,619.4018236,0,ddcacoa_c + h2o_c --> coa_c + ddca_c + h_c
3HAD120_num1,0,9300.045229,102.1977,91.00053356,0,3hddecACP_c --> h2o_c + tddec2eACP_c
EAR180x,0,12882.05534,111.4558,115.579946,0,h_c + nadh_c + toctd2eACP_c --> nad_c + ocdcaACP_c
EAR180y,0,9300.032341,111.4558,83.44143904,0,h_c + nadph_c + toctd2eACP_c --> nadp_c + ocdcaACP_c
AGPAT120,0,9300.241951,27.4532,338.7671365,0,1ddecg3p_c + ddcaACP_c --> ACP_c + pa120_c
PGPP120_num1,0,9300.055518,19.4181,478.9374613,0,h2o_c + pgp120_c --> pg120_c + pi_c
DAGK120,0,18231.9674,39.734,458.8505411,0,12dgr120_c + atp_c --> adp_c + h_c + pa120_c
PSSA180,0,22589.43123,52.8018,427.8155523,0,cdpdodecg_c + ser__L_c --> cmp_c + h_c + ps180_c
PSSA141,0,10725.55609,52.8018,203.1286072,0,cdpdtdec7eg_c + ser__L_c --> cmp_c + h_c + ps141_c
PSD180,0,11039.19848,35.9344,307.2041965,0,h_c + ps180_c --> co2_c + pe180_c
COLIPAabcpp,0,9847.991952,128.9214,76.38756601,0,atp_c + colipa_c + h2o_c --> adp_c + colipa_p + h_c + pi_c
PLIPA2A140pp,0,9319.145036,66.3263,140.5045214,0,h2o_p + pa140_p --> 1tdecg3p_p + h_p + ttdca_p
PLIPA2A141pp,0,9319.146347,66.3263,140.5045411,0,h2o_p + pa141_p --> 1tdec7eg3p_p + h_p + ttdcea_p
PLIPA2A180pp,0,9300.042994,66.3263,140.2165204,0,h2o_p + pa180_p --> 1odecg3p_p + h_p + ocdca_p
CU1Opp,0,40900.17532,56.5562,723.1775706,0,4.0 cu_p + 4.0 h_p + o2_p --> 4.0 cu2_p + 2.0 h2o_p
SUCDi,0,383163.8026,355.0752,1079.106067,0,q8_c + succ_c --> fum_c + q8h2_c
LPLIPAL1E141pp,0,9609.131398,94.4886,101.6961983,0,1agpe141_p + h2o_p --> g3pe_p + h_p + ttdcea_p
LALDO2x,0,30808.04378,309.6976,99.4778254,0,h_c + mthgxl_c + nadh_c --> lald__D_c + nad_c
LPLIPAL1E160pp,0,15013.90298,94.4886,158.8964487,0,1agpe160_p + h2o_p --> g3pe_p + h_p + hdca_p
LPLIPAL1E180pp,0,9300.057685,94.4886,98.42518235,0,1agpe180_p + h2o_p --> g3pe_p + h_p + ocdca_p
LPLIPAL1E181pp,0,9300.051662,94.4886,98.42511861,0,1agpe181_p + h2o_p --> g3pe_p + h_p + ocdcea_p
LPLIPAL1G160pp,0,9751.655563,94.4886,103.2045724,0,1agpg160_p + h2o_p --> g3pg_p + h_p + hdca_p
LPLIPAL1G161pp,0,15394.04218,94.4886,162.919571,0,1agpg161_p + h2o_p --> g3pg_p + h_p + hdcea_p
LPLIPAL1G120pp,0,9607.452793,94.4886,101.6784331,0,1agpg120_p + h2o_p --> ddca_p + g3pg_p + h_p
PLIPA2E140pp,0,9652.145285,66.3263,145.525158,0,h2o_p + pe140_p --> 1agpe140_p + h_p + ttdca_p
PLIPA2E160pp,0,9379.556975,66.3263,141.4153507,0,h2o_p + pe160_p --> 1agpe160_p + h_p + hdca_p
PLIPA2A161pp,0,9331.848079,66.3263,140.6960448,0,h2o_p + pa161_p --> 1hdec9eg3p_p + h_p + hdcea_p
PLIPA2A181pp,0,12083.64247,66.3263,182.1847815,0,h2o_p + pa181_p --> 1odec11eg3p_p + h_p + ocdcea_p
ALR4x,0,45141.94591,309.6976,145.7613682,0,acetol_c + h_c + nadh_c --> 12ppd__R_c + nad_c
LPLIPAL1G141pp,0,9300.056692,94.4886,98.42517184,0,1agpg141_p + h2o_p --> g3pg_p + h_p + ttdcea_p
LPLIPAL1G180pp,0,14240.04696,94.4886,150.7065081,0,1agpg180_p + h2o_p --> g3pg_p + h_p + ocdca_p
LPLIPAL1G181pp,0,9300.05235,94.4886,98.42512589,0,1agpg181_p + h2o_p --> g3pg_p + h_p + ocdcea_p
GLCP2_num1,0,256439.2924,181.0448,1416.441082,0,bglycogen_c + pi_c --> g1p_c
PLIPA2E141pp,0,11806.14603,66.3263,178.0009744,0,h2o_p + pe141_p --> 1agpe141_p + h_p + ttdcea_p
PLIPA2E181pp,0,9300.059374,66.3263,140.2167673,0,h2o_p + pe181_p --> 1agpe181_p + h_p + ocdcea_p
PLIPA2G140pp,0,9300.054092,66.3263,140.2166877,0,h2o_p + pg140_p --> 1agpg140_p + h_p + ttdca_p
PLIPA2G160pp,0,9331.087626,66.3263,140.6845795,0,h2o_p + pg160_p --> 1agpg160_p + h_p + hdca_p
PLIPA2G181pp,0,9300.262651,66.3263,140.2198321,0,h2o_p + pg181_p --> 1agpg181_p + h_p + ocdcea_p
ASNS1,0,11068.89723,125.318,88.32647529,0,asp__L_c + atp_c + gln__L_c + h2o_c --> amp_c + asn__L_c + glu__L_c + h_c + ppi_c
EAR80y,0,9300.029087,111.4558,83.44140984,0,h_c + nadph_c + toct2eACP_c --> nadp_c + ocACP_c
EAR120y,0,9300.025246,111.4558,83.44137538,0,h_c + nadph_c + tddec2eACP_c --> ddcaACP_c + nadp_c
3OAR181,0,16993.44901,102.2412,166.2094049,0,3ocvac11eACP_c + h_c + nadph_c --> 3hcvac11eACP_c + nadp_c
EAR121y,0,9300.032309,111.4558,83.44143875,0,h_c + nadph_c + t3c5ddeceACP_c --> cddec5eACP_c + nadp_c
GTHRDHpp,0,75119.99162,61.768,1216.163574,0,gthrd_p + h2o_p --> cgly_p + glu__L_p
MDDCP2pp_num1,0,26499.7787,47.7524,554.9412951,0,h2o_p + murein5px4px4p_p --> ala__D_p + murein4px4px4p_p
MDDCP3pp_num1,0,26609.07923,47.7524,557.2301964,0,h2o_p + murein5p5p_p --> ala__D_p + murein5p4p_p
EAR140x,0,18506.45411,111.4558,166.0429884,0,h_c + nadh_c + tmrs2eACP_c --> myrsACP_c + nad_c
EAR40y,0,15779.792,111.4558,141.5789219,0,but2eACP_c + h_c + nadph_c --> butACP_c + nadp_c
3OAS181,0,13204.15682,86.0915,153.3735249,0,h_c + hdeACP_c + malACP_c --> 3ocvac11eACP_c + ACP_c + co2_c
G3PAT140,0,21089.53063,100.021,210.8510276,0,glyc3p_c + myrsACP_c --> 1tdecg3p_c + ACP_c
G3PAT160,0,19657.24406,100.021,196.5311691,0,glyc3p_c + palmACP_c --> 1hdecg3p_c + ACP_c
G3PAT161,0,21670.12086,100.021,216.6557109,0,glyc3p_c + hdeACP_c --> 1hdec9eg3p_c + ACP_c
CDAPPA140,0,9300.229927,28.4508,326.8881693,0,cdpdtdecg_c + h2o_c --> cmp_c + 2.0 h_c + pa140_c
MLDCP1App_num1,0,12050.76394,36.0824,333.979002,0,h2o_p + murein5px4p_p --> alaala_p + murein3px4p_p
EAR100y,0,9300.030649,111.4558,83.44142386,0,h_c + nadph_c + tdec2eACP_c --> dcaACP_c + nadp_c
PSD140,0,23485.34589,35.9344,653.5616537,0,h_c + ps140_c --> co2_c + pe140_c
MICITDr,0,24735.85224,186.9962,132.2799727,0,2mcacn_c + h2o_c --> micit_c
CDAPPA181,0,32332.59317,28.4508,1136.438806,0,cdpdodec11eg_c + h2o_c --> cmp_c + 2.0 h_c + pa181_c
PGSA140,0,9537.624374,20.7006,460.7414459,0,cdpdtdecg_c + glyc3p_c --> cmp_c + h_c + pgp140_c
LPLIPAL1A141pp,0,10375.35393,94.4886,109.8053514,0,1tdec7eg3p_p + h2o_p --> glyc3p_p + h_p + ttdcea_p
LPLIPAL1A180pp,0,9300.046054,94.4886,98.42505926,0,1odecg3p_p + h2o_p --> glyc3p_p + h_p + ocdca_p
LPLIPAL1E140pp,0,9607.460155,94.4886,101.678511,0,1agpe140_p + h2o_p --> g3pe_p + h_p + ttdca_p
LPLIPAL1E161pp,0,13796.97292,94.4886,146.0173282,0,1agpe161_p + h2o_p --> g3pe_p + h_p + hdcea_p
LPLIPAL1G140pp,0,9300.039358,94.4886,98.42498839,0,1agpg140_p + h2o_p --> g3pg_p + h_p + ttdca_p
MLDCP2App_num1,0,61771.37288,67.8125,910.9142545,0,h2o_p + murein5p5p_p --> alaala_p + murein5p3p_p
PGPP120pp_num1,0,39502.05577,19.4181,2034.29047,0,h2o_p + pgp120_p --> pg120_p + pi_p
PGPP181pp_num1,0,9508.83052,19.4181,489.6890283,0,h2o_p + pgp181_p --> pg181_p + pi_p
PGSA181,0,9766.998331,20.7006,471.8219922,0,cdpdodec11eg_c + glyc3p_c --> cmp_c + h_c + pgp181_c
PGPP140_num1,0,9921.214537,19.4181,510.9261224,0,h2o_c + pgp140_c --> pg140_c + pi_c
PGPP141_num1,0,9300.062779,19.4181,478.9378353,0,h2o_c + pgp141_c --> pg141_c + pi_c
MDDCP5pp_num1,0,152010.8959,47.7524,3183.314261,0,h2o_p + murein5p3p_p --> ala__D_p + murein4p3p_p
MLTGY3pp_num1,0,26411.44996,49.4175,534.4554047,0,murein3p3p_p --> 2.0 anhgm3p_p
G3PAT180,0,9300.061724,100.021,92.98109121,0,glyc3p_c + ocdcaACP_c --> 1odecg3p_c + ACP_c
AGPAT140,0,11008.28694,27.4532,400.9837447,0,1tdecg3p_c + myrsACP_c --> ACP_c + pa140_c
PGSA160,0,10557.80693,20.7006,510.0241988,0,cdpdhdecg_c + glyc3p_c --> cmp_c + h_c + pgp160_c
MLDCP2Bpp_num1,0,71515.31566,36.0824,1981.999968,0,h2o_p + murein4p3p_p --> ala__D_p + murein3p3p_p
PGSA161,0,23465.32539,20.7006,1133.557742,0,cdpdhdec9eg_c + glyc3p_c --> cmp_c + h_c + pgp161_c
3HAD181_num1,0,16748.6226,37.9381,441.4723616,0,3hcvac11eACP_c --> h2o_c + t3c11vaceACP_c
PGPP160_num1,0,9509.750323,19.4181,489.7363966,0,h2o_c + pgp160_c --> pg160_c + pi_c
PGPP180_num1,0,17375.97622,19.4181,894.8340064,0,h2o_c + pgp180_c --> pg180_c + pi_c
PGPP161_num1,0,9547.694856,19.4181,491.6904772,0,h2o_c + pgp161_c --> pg161_c + pi_c
PGPP181_num1,0,17233.97969,29.0213,593.8389972,0,h2o_c + pgp181_c --> pg181_c + pi_c
CDAPPA180,0,63141.67922,28.4508,2219.328779,0,cdpdodecg_c + h2o_c --> cmp_c + 2.0 h_c + pa180_c
NTP12,0,9852.661984,36.4253,270.489522,0,h2o_c + xtp_c --> h_c + pi_c + xdp_c
PSD141,0,26441.03704,35.9344,735.8140679,0,h_c + ps141_c --> co2_c + pe141_c
PAPA181pp,0,9300.075757,29.0213,320.4568974,0,h2o_p + pa181_p --> 12dgr181_p + pi_p
MDDCP4pp_num1,0,11770.52921,47.7524,246.4908405,0,h2o_p + murein5p4p_p --> ala__D_p + murein4p4p_p
CLPNS140pp_num1,0,10794.75856,54.8223,196.9045181,0,2.0 pg140_p --> clpn140_p + glyc_p
CLPNS141pp_num1,0,32295.07812,54.8223,589.0865235,0,2.0 pg141_p --> clpn141_p + glyc_p
CFAS160E,0,52560.31961,87.818,598.5141954,0,2.0 amet_c + pe161_c --> 2.0 ahcys_c + cpe160_c + 2.0 h_c
CFAS180E,0,1612231.501,87.818,18358.78181,0,2.0 amet_c + pe181_c --> 2.0 ahcys_c + cpe180_c + 2.0 h_c
CFAS180G,0,107777.6323,87.818,1227.284068,0,2.0 amet_c + pg181_c --> 2.0 ahcys_c + cpg180_c + 2.0 h_c
PAPA160,0,16190.81334,29.0213,557.8941446,0,h2o_c + pa160_c --> 12dgr160_c + pi_c
PAPA180,0,15173.4659,29.0213,522.8389459,0,h2o_c + pa180_c --> 12dgr180_c + pi_c
PAPA181,0,19467.0968,29.0213,670.7865189,0,h2o_c + pa181_c --> 12dgr181_c + pi_c
PETNT161pp,0,23599.62422,63.8044,369.8745576,0,lipa_p + pe161_p --> 12dgr161_p + enlipa_p
PSSA181,0,18305.1176,52.8018,346.6760148,0,cdpdodec11eg_c + ser__L_c --> cmp_c + h_c + ps181_c
DAGK140,0,9418.972615,39.734,237.0507025,0,12dgr140_c + atp_c --> adp_c + h_c + pa140_c
DAGK160,0,9418.996138,39.734,237.0512946,0,12dgr160_c + atp_c --> adp_c + h_c + pa160_c
DAGK141,0,9300.306841,39.734,234.0641979,0,12dgr141_c + atp_c --> adp_c + h_c + pa141_c
DAGK161,0,18097.76754,39.734,455.4730845,0,12dgr161_c + atp_c --> adp_c + h_c + pa161_c
